Electronegativity,IonicRadius,AtomicNumber,BandGap
2.524,1.048,6,3.036
2.009,1.13,14,3.504
1.135,0.734,33,3.271
3.555,1.046,71,2.263
1.219,0.919,24,4.0
1.722,1.411,73,2.998
1.657,2.317,75,3.032
3.576,0.709,51,1.949
2.92,1.941,2,3.517
3.329,1.875,15,3.621
1.527,0.692,35,3.061
2.762,2.345,36,2.74
2.587,1.637,39,3.533
3.448,1.227,4,3.618
3.69,2.013,64,2.717
0.74,1.015,74,3.416
2.924,1.887,6,3.393
0.871,0.579,57,3.466
2.511,2.179,30,3.548
1.649,1.396,74,3.13
1.712,1.773,67,2.979
1.865,0.942,15,3.496
2.75,1.854,17,3.302
1.802,2.044,18,3.552
3.118,1.446,19,3.106
2.035,1.735,76,2.865
0.926,1.413,69,3.421
3.286,2.288,24,3.286
1.643,1.496,48,3.501
2.128,2.184,30,3.428
2.962,2.103,15,3.449
1.797,1.321,47,3.418
0.887,0.96,44,3.777
1.934,1.312,27,3.466
3.817,2.152,64,2.67
2.818,0.955,41,2.684
2.916,1.549,68,3.303
2.787,2.112,5,3.493
1.357,1.207,53,3.61
2.081,1.784,8,3.541
3.178,0.991,22,2.94
1.035,0.719,7,3.856
1.617,2.089,22,3.932
1.612,0.698,46,2.933
2.126,1.043,30,3.3
3.935,2.21,16,2.848
0.923,1.193,79,3.444
2.412,2.446,5,3.54
1.292,2.459,67,3.668
3.903,1.037,23,2.553
1.074,0.582,61,3.639
2.032,1.91,74,3.34
3.135,1.402,5,3.5
3.025,0.702,23,2.618
2.095,1.915,79,2.891
1.844,0.562,82,2.65
2.012,2.24,25,3.943
1.572,0.777,8,3.658
1.378,0.755,21,3.318
2.294,0.851,2,3.181
1.586,2.421,22,4.0
1.649,1.886,72,3.329
2.867,2.103,72,2.817
3.896,1.295,68,2.183
2.692,1.173,64,2.899
0.954,0.969,19,3.495
0.949,1.461,82,3.292
3.84,1.604,53,2.483
1.681,1.764,52,3.065
1.004,1.014,47,3.421
2.677,2.397,82,3.44
2.758,0.84,54,2.44
2.84,2.431,44,3.225
1.582,0.53,7,2.977
0.75,1.462,1,4.0
3.885,1.167,63,1.938
1.528,1.398,39,3.37
2.931,1.641,19,3.277
3.032,1.371,31,2.647
2.713,1.33,77,2.644
1.733,1.965,24,3.502
1.595,1.872,69,2.94
2.672,2.167,83,3.037
3.558,1.0,65,2.026
3.824,1.719,33,2.59
1.049,1.67,59,3.389
1.211,1.239,33,3.652
3.818,1.472,32,2.643
3.131,1.128,59,2.495
3.614,0.784,41,2.242
1.369,0.928,12,3.584
2.639,0.711,73,2.541
3.014,1.866,11,3.314
2.944,1.821,19,3.499
2.047,2.401,54,3.592
0.751,1.959,57,4.0
2.624,0.604,42,3.09
1.535,2.268,71,3.443
2.186,2.225,31,3.737
3.86,1.387,52,2.476
2.017,1.672,2,4.0
3.471,2.452,83,2.118
1.322,1.565,38,3.522
2.919,2.311,32,3.348
3.924,0.666,10,2.713
1.036,0.882,8,3.806
0.727,1.382,75,2.998
2.131,1.67,20,3.444
1.006,2.132,20,4.0
3.17,2.477,9,3.346
3.718,1.278,72,2.239
2.132,0.595,15,3.695
1.554,2.102,63,3.372
2.134,1.709,21,3.45
3.087,0.897,5,3.073
0.73,1.49,35,3.904
2.645,1.985,68,2.931
2.724,2.041,48,3.181
2.804,1.499,80,2.271
1.499,1.11,62,3.123
3.056,2.447,35,2.895
1.002,1.827,70,3.501
1.358,1.316,21,3.833
3.596,1.061,80,2.085
3.138,1.962,39,2.747
0.745,0.984,34,3.589
1.52,0.843,15,3.985
1.408,1.56,6,4.0
1.594,1.08,66,2.931
1.517,1.758,56,3.264
0.906,0.736,49,3.381
2.215,1.81,1,3.997
3.118,1.067,65,2.025
2.702,0.5,28,2.69
2.92,0.754,20,3.001
0.968,2.367,48,3.957
3.84,2.235,72,2.348
3.467,0.967,65,2.23
3.357,2.057,51,2.887
3.416,1.717,43,2.656
3.778,2.442,49,2.506
2.496,1.247,25,3.119
1.361,1.863,74,3.362
2.735,0.627,76,1.843
3.152,1.292,41,2.855
3.135,2.428,71,3.048
2.421,1.578,64,2.816
0.926,1.076,61,3.298
1.925,0.741,12,3.188
3.739,1.907,81,2.269
2.629,1.79,69,2.696
2.476,1.248,14,3.646
1.587,2.402,34,3.817
1.916,0.544,48,2.42
3.655,1.107,61,2.443
2.899,2.342,81,3.203
3.298,1.142,35,2.84
2.199,1.005,65,3.109
2.78,1.568,59,2.978
1.52,2.148,36,3.964
3.028,0.706,79,2.486
2.111,2.386,19,3.96
2.16,2.09,42,3.462
2.843,0.863,69,2.043
3.79,1.924,19,2.639
0.911,1.27,39,3.399
3.422,1.305,69,1.741
1.665,2.067,52,3.365
2.165,2.426,12,4.0
0.772,0.753,83,2.768
1.693,1.341,47,3.477
2.359,1.462,76,2.907
0.885,1.253,36,3.759
2.321,1.226,63,3.145
3.759,0.605,76,1.947
1.048,1.871,82,3.743
3.223,1.372,51,2.603
2.052,0.89,43,3.142
2.862,2.132,34,3.159
1.559,2.105,49,3.327
1.226,1.473,18,3.475
1.23,1.097,61,3.411
0.933,1.776,57,3.967
1.313,1.076,5,3.849
2.892,0.972,24,3.063
3.61,1.961,64,2.156
3.387,0.581,59,2.366
2.961,0.69,38,2.163
1.064,0.514,33,3.139
1.654,0.806,10,3.854
1.722,0.638,37,3.176
1.525,2.492,11,4.0
2.4,1.078,24,3.302
2.467,0.799,71,2.782
1.878,0.982,21,3.306
1.868,2.372,20,3.878
3.434,1.54,10,3.011
3.305,1.23,47,2.234
1.716,2.247,47,3.469
3.716,1.29,15,2.894
3.844,1.17,44,2.317
1.778,0.915,62,2.889
1.87,1.256,6,3.804
2.369,1.133,66,2.813
3.806,1.855,76,2.402
3.592,1.079,4,2.481
1.038,1.654,23,4.0
1.996,0.632,13,3.024
2.526,0.883,81,2.478
2.36,1.315,31,2.915
1.34,2.374,16,4.0
3.534,1.255,41,3.05
2.934,1.828,1,3.368
3.465,1.01,12,2.798
3.534,0.754,56,2.55
3.17,0.617,50,2.6
2.149,1.111,20,3.296
2.715,0.815,66,2.631
1.229,0.848,36,3.95
2.923,2.022,79,2.519
1.292,0.532,38,3.156
2.99,1.616,22,3.307
1.458,1.259,61,3.753
1.088,1.513,50,3.603
1.245,1.626,59,3.012
0.707,1.127,20,3.993
3.072,1.09,36,2.647
3.117,1.967,15,3.352
2.399,2.243,62,2.793
1.232,0.885,3,3.414
0.976,0.695,5,3.734
0.763,2.296,56,4.0
1.247,1.2,31,3.248
3.64,1.603,35,2.635
1.497,1.219,71,2.731
1.869,0.752,70,2.89
1.048,1.679,26,3.92
1.434,1.55,1,3.566
2.413,0.906,83,2.838
2.706,1.404,7,2.828
1.51,2.094,36,4.0
0.891,1.681,76,3.772
1.99,0.694,25,3.278
1.473,1.596,59,3.564
1.425,1.905,61,3.387
3.868,2.085,29,2.444
2.734,1.758,18,3.353
2.538,0.805,41,2.464
2.072,1.92,19,3.595
2.116,1.855,4,3.401
2.485,0.549,65,2.805
2.998,1.323,41,2.923
3.017,1.166,15,3.203
1.267,1.839,54,3.63
2.35,0.932,64,3.21
2.059,1.682,72,3.256
3.573,2.326,15,3.585
2.784,2.096,79,2.54
2.457,2.343,50,3.124
1.081,2.457,22,3.519
2.699,0.521,18,2.839
1.087,1.745,80,3.32
1.813,1.326,2,3.801
1.171,2.22,36,3.745
2.984,1.004,20,3.132
1.381,2.462,16,4.0
1.993,1.727,67,2.973
3.656,2.087,30,2.664
1.374,0.671,55,3.158
2.376,0.867,66,2.715
2.084,2.017,26,3.4
0.76,0.544,57,3.264
3.316,2.134,69,2.309
0.928,0.528,2,3.977
2.265,1.814,56,3.292
2.55,1.23,62,2.781
2.774,1.723,34,3.299
2.972,1.892,56,2.891
1.536,1.185,55,3.635
0.733,0.716,20,3.438
3.087,0.639,50,2.547
2.468,1.678,25,3.532
3.459,1.541,25,3.242
3.411,1.984,53,2.939
3.483,1.519,14,2.703
2.301,1.345,60,2.509
1.801,1.296,43,3.236
3.312,0.553,62,2.351
2.189,1.171,76,2.992
1.305,2.452,69,3.29
3.521,2.247,63,2.828
3.612,1.159,2,2.253
2.239,1.676,54,2.922
0.95,2.195,16,4.0
1.98,1.383,55,2.815
3.352,0.536,43,2.154
3.676,0.649,61,2.023
1.371,1.521,38,3.612
0.921,2.439,45,3.674
3.595,1.886,51,2.65
1.985,0.642,42,2.91
2.488,0.879,24,3.358
3.895,2.043,30,2.674
0.92,2.183,37,3.964
2.839,1.735,53,2.936
0.945,1.789,63,3.464
1.939,0.557,11,3.514
3.353,2.157,78,2.81
2.13,2.077,23,3.459
3.991,1.018,80,2.022
2.545,1.917,50,2.865
1.76,0.93,55,3.206
1.426,0.581,55,3.152
1.857,0.902,4,3.437
1.929,0.857,54,3.068
0.927,1.175,61,3.56
1.92,1.337,78,3.201
2.232,1.517,83,2.872
3.085,1.454,5,3.414
2.867,1.041,18,3.502
3.039,0.558,44,2.293
0.728,1.71,31,4.0
1.418,1.291,21,3.43
2.884,1.097,47,2.567
2.297,2.234,30,3.488
0.718,1.993,55,3.64
3.355,2.216,68,2.479
3.25,1.49,69,2.482
2.51,0.762,41,2.771
0.919,1.892,45,3.624
3.229,0.912,74,2.044
2.626,1.382,80,2.961
3.28,0.63,30,2.317
3.181,2.151,77,2.601
3.35,0.752,45,2.755
2.409,2.306,45,3.52
1.163,2.228,79,3.512
2.915,1.429,45,2.697
2.748,1.989,55,2.983
3.149,1.739,59,2.431
1.261,2.106,5,4.0
1.343,1.364,32,3.517
3.638,2.072,6,3.095
3.175,1.425,26,2.741
3.697,2.382,37,2.482
3.204,1.473,13,3.383
2.671,1.425,69,2.967
2.859,2.07,25,3.486
3.634,2.143,13,3.194
2.61,1.609,20,3.321
2.787,0.86,72,2.29
1.216,1.436,60,3.237
2.264,2.436,73,3.499
3.064,2.006,21,3.627
1.594,2.122,61,3.383
1.367,0.566,79,2.874
1.736,1.436,26,3.7
1.497,1.793,54,3.463
1.409,2.16,42,3.747
2.102,0.599,11,3.254
3.696,2.205,37,2.619
2.373,1.597,11,3.366
1.32,0.895,27,3.477
0.954,1.135,83,2.539
2.997,1.064,34,2.842
1.963,1.562,38,3.924
3.412,0.603,61,2.139
2.876,0.817,53,2.613
3.328,2.125,65,2.486
1.597,0.765,3,3.327
2.985,0.967,67,2.389
1.571,1.407,28,3.711
3.799,1.534,14,2.782
2.8,2.027,52,2.915
1.771,1.395,30,3.574
1.589,2.08,58,3.498
1.33,1.737,54,3.559
2.992,0.726,69,2.669
1.422,0.813,15,3.831
2.665,1.374,38,3.38
1.573,1.294,78,2.716
2.884,1.987,14,3.557
3.389,1.661,57,3.024
3.267,1.276,59,2.118
3.211,0.842,8,2.923
1.319,0.954,72,2.942
0.992,1.651,19,3.943
3.007,1.347,32,3.208
1.916,1.53,29,3.094
2.127,0.841,41,3.093
0.803,1.826,75,3.375
1.557,2.205,45,3.923
0.811,1.016,13,3.996
3.601,1.483,27,2.735
1.503,2.451,19,3.805
2.539,1.166,26,3.779
0.829,1.69,53,3.756
2.901,0.68,51,2.219
1.766,1.712,37,3.275
3.663,0.679,9,2.792
3.631,2.418,52,2.611
1.773,1.931,54,3.218
3.673,2.076,3,3.41
3.987,1.908,69,2.552
3.424,1.679,8,2.951
3.488,1.4,14,3.217
1.522,2.217,3,3.889
2.603,2.414,24,3.906
0.922,1.498,13,4.0
1.013,2.363,43,3.986
3.996,1.667,29,2.555
1.778,1.577,72,2.93
3.169,1.409,51,2.103
3.362,0.919,42,2.477
3.531,0.507,31,2.467
3.992,0.983,63,1.652
1.497,1.519,26,3.843
0.833,1.26,18,3.865
2.057,1.397,82,3.12
1.129,2.461,57,3.586
0.774,1.201,7,4.0
1.889,1.404,48,3.113
3.286,0.767,80,2.143
2.568,0.596,60,2.645
1.732,2.051,33,3.622
2.859,1.641,3,3.435
1.466,2.021,4,3.539
0.747,0.8,4,3.906
3.222,1.644,42,2.804
2.758,1.007,9,2.652
3.216,0.956,51,2.691
0.828,0.523,17,3.468
3.462,0.761,17,2.949
2.744,1.119,20,3.099
2.559,0.734,14,2.953
2.761,2.472,22,3.708
3.553,1.117,52,2.85
2.637,0.761,27,2.953
2.617,0.898,43,3.176
3.969,1.675,3,2.881
3.197,0.628,8,3.11
2.16,2.225,10,3.652
3.034,2.423,29,3.72
1.984,0.993,40,3.414
1.455,1.4,65,3.346
2.67,0.544,21,2.292
3.763,1.781,24,2.941
3.766,1.328,73,1.893
1.828,1.04,60,3.109
2.441,0.914,26,3.397
1.398,1.808,9,4.0
3.986,1.332,20,2.86
3.938,0.859,56,2.069
2.843,1.878,36,2.725
3.355,1.63,36,2.634
3.06,2.217,73,2.669
2.657,0.735,22,2.974
0.876,2.071,1,4.0
2.201,1.847,69,3.206
2.927,0.73,73,2.913
2.936,1.89,37,2.812
1.931,1.383,83,3.143
3.808,2.39,72,2.733
1.252,0.783,13,3.615
2.351,1.786,43,2.965
2.98,1.264,37,2.703
3.001,2.414,74,2.658
2.841,1.16,25,3.429
1.608,2.424,21,4.0
1.215,2.303,41,4.0
2.799,1.041,73,2.525
2.678,2.107,42,3.124
1.292,2.491,42,3.935
3.027,1.005,2,3.136
2.202,1.374,68,2.867
2.904,1.54,8,3.352
3.463,1.09,61,2.105
1.26,0.531,14,3.622
0.763,0.94,77,3.219
3.271,1.064,21,2.662
2.712,1.387,24,3.292
3.009,0.842,50,3.038
3.466,2.247,82,2.827
3.349,1.91,45,2.753
3.871,0.67,64,2.219
2.469,1.8,64,3.163
2.312,1.807,26,3.427
2.026,2.412,32,3.627
1.207,0.506,57,3.225
2.59,0.996,53,3.401
1.614,2.356,33,3.835
3.74,2.364,52,2.416
2.625,1.941,18,3.131
2.656,2.032,35,3.194
1.871,0.683,12,3.065
0.872,1.528,51,3.607
0.805,0.963,10,4.0
2.097,0.862,52,2.812
0.979,2.121,34,3.673
2.703,0.77,67,2.468
3.607,1.437,39,2.612
3.614,2.377,8,2.98
2.875,0.872,29,2.552
1.397,2.456,22,4.0
3.548,2.489,70,2.793
3.624,1.611,61,2.343
1.349,0.84,43,3.034
3.134,1.132,49,2.507
1.646,1.349,29,3.19
3.349,1.119,81,2.081
3.991,1.061,31,2.969
0.799,2.444,53,3.983
3.661,0.807,34,2.323
2.755,1.967,38,3.318
3.912,0.501,57,1.823
2.235,1.692,4,3.512
3.496,2.332,2,2.857
0.906,1.076,12,4.0
1.806,0.871,35,3.178
0.921,1.803,70,3.308
3.919,1.925,72,2.492
3.396,1.876,21,2.772
3.513,1.139,61,2.119
3.795,1.004,35,2.378
0.981,2.412,48,3.592
1.972,2.347,15,3.642
0.934,1.415,71,3.331
1.396,2.192,15,3.963
1.457,1.405,6,3.487
2.248,1.349,81,2.674
1.586,0.814,68,3.115
1.033,1.353,22,3.999
1.253,1.575,32,3.567
1.186,0.545,22,3.462
3.911,1.388,27,2.56
3.206,2.063,15,2.879
3.894,1.86,44,2.466
2.151,1.77,9,3.82
1.619,2.319,34,3.951
3.334,0.536,73,2.24
1.777,1.614,15,2.998
1.688,2.075,62,3.172
1.467,1.583,45,3.595
1.128,1.148,72,3.641
1.546,0.773,58,3.07
1.873,2.275,19,3.807
2.924,1.442,16,3.114
0.906,2.256,75,3.278
1.395,1.672,8,3.992
3.37,1.848,33,2.536
1.185,2.109,74,3.437
1.831,1.818,18,3.695
3.553,1.296,35,2.67
1.211,1.527,43,3.259
0.973,2.106,50,3.605
2.299,1.247,3,3.637
1.698,1.276,59,3.172
2.559,0.691,28,2.768
3.353,2.329,46,2.67
1.153,0.682,64,3.344
2.616,1.796,70,2.841
2.368,1.326,47,2.738
1.175,1.311,14,3.776
2.759,1.859,7,3.223
1.603,0.634,74,2.924
2.31,1.687,79,3.146
0.971,2.044,31,3.684
2.217,2.156,81,3.03
1.711,0.841,51,3.133
3.414,2.295,29,2.537
0.888,1.812,15,4.0
2.081,2.264,76,3.651
2.213,1.471,25,3.381
3.093,1.584,61,3.008
2.595,2.338,41,2.98
2.902,2.3,69,2.7
3.264,1.396,4,3.131
3.545,1.049,57,2.153
1.736,1.286,31,3.431
2.475,1.276,3,3.653
3.472,1.074,67,2.082
3.965,1.037,50,2.527
3.635,2.222,17,2.602
1.926,0.64,60,2.719
1.344,1.855,74,3.27
2.315,0.846,66,2.476
3.147,1.189,75,2.249
2.325,0.623,24,3.406
2.294,1.04,32,3.424
3.466,2.037,19,3.255
1.893,2.27,66,3.564
3.537,0.943,60,2.153
2.042,1.427,66,2.685
1.783,1.441,15,3.407
2.198,2.247,35,3.32
3.216,2.026,69,2.519
1.116,1.526,27,3.914
1.348,1.841,7,4.0
3.84,2.195,6,3.059
1.279,0.519,33,3.326
2.574,1.306,58,3.096
2.612,2.314,49,2.877
2.316,1.981,17,3.735
2.828,1.586,42,2.437
1.458,1.559,72,3.063
2.524,1.196,40,3.367
1.928,1.541,46,3.346
2.884,1.811,71,2.603
1.166,1.337,70,3.503
2.584,1.928,68,3.054
1.311,2.222,1,4.0
1.62,0.809,79,2.795
1.422,1.403,52,3.612
1.303,1.316,35,3.402
3.425,1.875,69,2.37
1.643,1.0,5,4.0
3.76,1.781,17,2.775
3.901,2.255,53,2.118
2.585,1.336,52,3.152
1.172,2.322,14,4.0
1.936,2.486,29,3.663
3.333,0.712,8,2.317
1.912,0.966,1,3.541
0.987,2.401,29,4.0
2.537,2.417,36,3.441
3.489,0.695,51,2.535
3.327,0.53,37,2.705
1.278,0.822,69,3.328
2.92,2.492,53,3.555
1.428,0.86,52,3.477
1.42,1.505,83,3.073
3.584,2.197,12,2.866
1.524,0.541,52,3.18
1.569,1.709,1,3.867
0.702,1.054,7,4.0
3.573,2.225,17,2.892
3.316,1.067,43,2.529
2.77,1.874,71,2.787
3.176,1.848,17,2.919
1.202,0.943,59,3.262
2.212,0.57,3,3.493
1.859,1.318,29,3.879
1.009,1.078,22,3.556
2.304,2.118,38,3.6
3.738,2.101,54,2.14
0.832,1.414,50,3.629
1.662,1.713,69,3.217
1.385,1.709,30,3.902
1.486,2.154,23,3.732
3.698,1.35,47,2.557
2.245,1.051,21,3.525
2.239,1.03,20,2.972
3.21,1.572,23,2.508
1.21,1.398,68,3.565
2.308,1.38,21,3.072
2.119,0.682,21,3.301
2.67,1.937,1,4.0
3.999,0.927,15,2.778
3.239,0.894,17,2.6
2.013,1.326,51,2.757
3.431,0.956,63,2.13
1.263,1.668,14,3.938
0.801,1.243,59,3.44
1.375,1.398,83,3.42
1.823,1.574,50,3.45
2.385,0.907,34,2.835
2.73,0.812,6,3.343
3.705,2.261,49,3.123
2.383,1.367,6,3.358
2.354,1.324,69,2.925
0.866,0.571,7,3.576
0.815,1.496,77,3.357
2.519,1.608,51,2.782
2.146,1.618,1,3.967
3.469,1.914,13,2.971
1.23,0.855,43,3.484
0.782,1.004,27,3.917
2.182,2.121,71,3.871
1.484,2.394,3,4.0
0.864,0.772,58,3.152
3.091,1.495,17,3.064
1.068,0.928,45,3.229
2.707,0.62,78,2.241
1.627,1.151,58,3.336
1.273,0.787,56,3.039
1.953,1.92,54,3.435
3.345,1.567,29,3.031
1.994,0.788,54,3.001
3.178,0.518,27,2.822
1.114,2.116,45,3.706
3.25,0.852,31,2.185
1.482,1.712,36,3.616
2.935,1.174,81,2.428
2.567,1.671,61,2.812
3.766,1.131,37,2.665
1.978,0.674,67,2.972
0.918,0.946,36,3.651
0.763,0.876,5,3.972
3.429,1.356,46,2.92
2.432,1.817,79,2.554
3.258,1.028,52,2.442
1.474,0.524,49,3.367
1.839,1.538,6,3.84
0.799,1.712,10,4.0
3.873,2.426,23,3.086
2.904,1.679,17,3.075
3.78,1.442,44,2.561
1.576,1.647,41,3.666
2.718,2.356,15,3.833
2.939,2.157,44,3.237
1.748,1.146,58,3.446
3.499,0.975,50,2.072
3.826,1.025,52,1.744
3.62,1.509,70,1.799
3.139,1.988,68,2.98
1.616,1.506,63,3.367
1.629,0.636,58,2.819
3.879,1.947,23,2.746
0.734,2.112,44,4.0
3.063,1.079,83,2.128
3.031,1.828,44,2.732
2.755,1.353,52,2.66
3.967,2.278,67,2.281
1.729,2.19,28,3.737
1.822,1.551,67,3.522
0.961,1.883,78,3.189
2.161,2.267,18,3.657
1.561,1.491,27,3.708
1.833,1.127,51,3.269
3.454,2.007,60,2.534
3.787,0.94,74,2.222
1.313,1.277,49,3.513
1.929,2.231,15,3.675
3.764,1.949,83,1.951
0.904,1.308,73,3.055
1.005,0.929,68,3.423
1.237,1.212,15,4.0
2.664,1.068,51,2.785
1.197,0.852,48,3.688
3.895,1.987,72,2.345
2.174,1.004,1,3.175
2.355,1.408,7,3.398
1.514,1.272,53,3.659
2.254,2.464,31,3.417
2.884,1.282,18,3.057
3.179,0.66,12,3.143
3.188,0.68,48,2.768
2.607,1.682,30,3.278
3.684,1.699,7,3.14
3.397,1.338,3,3.318
3.198,1.364,63,2.617
0.883,0.608,6,4.0
0.723,1.533,15,4.0
1.401,1.509,71,3.185
2.89,0.799,43,2.803
2.057,0.708,81,2.523
2.028,0.747,18,3.032
3.619,0.702,22,2.298
3.655,1.719,61,2.432
3.7,0.893,61,2.296
1.736,1.003,53,3.567
2.98,0.847,26,2.946
1.596,2.416,40,3.774
1.329,2.209,8,4.0
1.309,0.961,21,3.505
1.829,1.155,43,3.258
2.119,0.92,21,3.189
3.442,1.484,3,2.997
1.096,0.539,31,3.659
3.125,1.843,27,2.846
2.454,1.546,27,3.19
1.65,2.297,73,3.167
2.326,0.829,57,2.818
1.69,2.108,33,3.88
2.667,2.084,44,3.246
2.132,0.754,43,2.928
1.243,1.297,31,3.857
1.085,0.84,65,3.429
2.504,1.009,76,2.591
3.678,1.026,17,3.105
1.835,1.612,15,3.745
3.119,1.323,34,2.947
2.874,2.395,80,2.509
3.774,0.753,4,2.295
3.409,2.447,72,2.706
2.57,0.961,79,2.76
2.868,2.046,28,3.309
3.665,1.178,73,2.435
2.018,0.786,2,3.345
1.778,2.216,17,3.844
0.736,1.118,58,3.505
3.428,1.818,74,2.024
3.343,1.633,9,3.55
1.045,1.444,31,4.0
2.604,1.492,66,3.018
2.231,1.964,62,3.438
1.092,0.676,19,3.499
3.936,1.836,81,2.406
1.408,2.292,74,3.307
0.922,0.616,55,3.343
2.663,0.781,28,2.494
3.138,1.933,50,2.827
0.807,1.375,65,3.097
2.874,1.307,3,2.939
2.457,0.774,79,2.486
1.041,1.514,52,3.381
1.269,0.753,10,3.743
2.574,1.453,21,3.655
1.678,2.027,37,3.452
3.796,1.017,15,2.61
3.402,1.462,78,2.504
3.946,2.484,79,2.249
1.557,1.873,74,3.06
3.9,2.183,9,2.934
2.123,1.33,44,3.37
1.847,2.036,39,3.08
0.866,0.581,5,3.606
0.874,0.746,25,4.0
2.984,0.906,56,1.784
2.211,1.304,64,2.875
1.448,2.191,72,3.781
2.726,1.193,52,3.265
1.534,1.809,76,3.409
2.606,1.919,9,3.776
1.885,1.672,10,3.45
3.418,1.214,10,2.721
3.408,1.654,73,2.871
2.275,1.185,62,2.799
1.858,0.668,60,2.428
1.896,2.486,19,3.942
3.359,0.754,38,2.495
1.783,0.645,6,3.48
1.39,2.257,15,3.416
0.979,1.104,47,2.847
2.24,1.801,45,3.31
2.291,1.158,5,3.345
3.475,1.283,78,2.141
1.43,1.024,53,3.343
1.957,1.186,66,2.758
3.368,1.321,62,2.403
3.418,1.941,23,2.913
1.969,1.523,44,3.491
2.215,2.387,52,2.88
1.701,0.584,46,2.913
3.777,1.506,19,3.063
1.092,1.668,47,3.425
3.781,2.34,52,2.74
2.957,0.598,24,3.214
2.454,1.647,17,3.422
0.808,2.207,46,4.0
2.269,0.984,64,3.137
2.046,2.253,28,3.455
1.232,0.538,50,2.893
2.866,1.965,64,2.692
3.905,2.366,28,3.003
2.555,1.814,56,3.089
3.059,1.378,59,2.806
0.926,0.59,5,3.565
2.078,2.34,54,3.176
1.084,1.441,44,3.738
2.722,0.558,42,3.196
3.797,1.88,72,2.091
2.884,1.464,57,2.737
0.953,0.749,47,3.323
1.87,0.929,76,2.847
2.517,0.629,25,2.673
2.031,1.649,44,3.304
3.451,1.744,15,3.338
3.388,1.511,51,2.222
2.719,2.134,53,3.312
1.932,2.222,34,3.295
1.543,1.731,77,3.237
1.049,0.526,8,3.82
1.871,1.89,77,3.182
2.063,1.336,70,2.832
2.93,1.631,21,3.313
2.872,1.798,7,3.046
0.931,1.2,79,3.466
2.004,2.334,56,3.262
1.3,0.768,49,3.341
1.217,1.843,42,3.598
3.43,0.509,23,2.974
0.838,2.349,52,3.999
2.083,0.725,79,2.797
1.255,0.69,53,3.412
3.602,1.166,16,2.729
2.538,1.247,37,3.101
1.464,0.929,18,3.594
2.358,1.67,20,3.559
3.114,1.386,46,2.639
3.862,0.568,2,2.469
1.427,1.139,63,3.476
3.624,2.121,3,3.393
3.783,1.879,46,2.421
3.724,1.95,49,3.121
2.797,1.896,1,3.337
2.778,1.122,22,3.075
2.031,0.699,14,3.59
3.183,1.045,45,2.92
2.453,2.164,6,3.471
2.936,2.461,65,3.083
2.114,1.488,21,3.353
3.114,0.519,4,3.015
3.421,0.78,3,2.844
1.183,1.144,30,3.509
3.449,1.657,31,2.607
2.483,0.65,34,3.198
3.487,2.387,83,2.345
2.123,1.23,20,3.727
1.951,2.325,54,3.344
3.72,2.061,25,3.042
1.529,2.011,15,4.0
3.486,1.713,38,2.672
2.297,1.754,23,3.535
2.397,1.776,52,3.218
1.718,1.757,66,3.053
2.591,1.607,57,2.971
1.773,2.473,57,3.689
0.83,1.965,79,3.933
1.598,2.054,52,3.393
0.721,2.245,35,4.0
3.929,0.931,74,1.976
3.887,0.668,14,2.594
2.004,1.466,14,3.39
3.104,1.528,33,2.885
1.841,2.158,52,3.811
2.915,1.388,1,3.312
3.358,1.642,34,2.868
3.824,1.554,19,2.573
2.021,0.576,24,3.437
3.285,1.73,4,3.417
1.578,2.156,36,3.728
3.968,0.815,77,2.403
0.785,1.689,58,3.519
2.692,1.687,32,2.889
2.876,0.828,9,3.024
2.971,0.747,80,2.064
1.097,2.46,67,3.729
3.797,1.287,20,2.726
1.298,0.955,74,3.356
2.755,0.843,62,2.457
1.435,1.835,58,3.52
1.714,1.719,22,3.696
2.503,1.787,67,3.113
2.077,0.676,75,2.38
1.229,2.287,48,3.53
1.264,1.279,8,3.693
2.08,1.127,73,2.545
3.199,1.425,15,3.191
3.663,1.28,32,2.794
0.978,2.227,53,4.0
1.997,2.359,67,3.242
1.031,1.107,4,3.804
0.755,2.228,30,3.87
2.884,2.063,13,3.701
2.688,2.362,21,3.408
1.238,0.992,41,3.251
1.472,1.654,19,3.945
0.778,1.049,48,3.479
3.455,2.148,63,2.406
3.916,0.511,20,2.21
1.147,1.63,64,3.453
1.464,1.178,37,3.17
3.566,1.145,31,2.626
3.757,1.79,74,2.118
2.085,2.203,18,3.45
0.867,1.718,20,3.887
0.83,2.206,82,3.59
2.594,1.029,11,3.281
1.997,1.539,44,3.494
0.795,1.401,82,3.127
2.625,0.523,64,2.855
0.737,1.614,34,4.0
3.298,1.823,65,2.513
1.711,1.684,55,2.869
0.833,1.973,74,3.123
2.642,1.643,1,3.342
2.012,0.634,38,2.872
3.914,0.733,9,2.606
2.496,1.693,71,2.967
1.608,1.05,17,3.22
3.041,0.659,52,2.458
1.596,1.359,18,3.503
3.684,1.609,63,2.928
1.937,1.157,33,2.937
2.515,1.941,4,3.387
0.867,1.788,75,3.488
2.106,1.166,52,2.839
3.447,2.01,9,3.457
3.359,1.797,64,2.341
1.44,1.775,30,3.467
1.446,1.607,8,4.0
3.397,0.523,5,2.49
3.77,1.893,76,2.548
1.015,1.252,63,3.267
2.185,2.385,1,3.717
1.814,2.136,15,3.678
3.573,1.675,82,2.013
