Electronegativity,IonicRadius,AtomicNumber,BandGap
3.333,0.799,8,3.098
3.501,1.52,51,2.52
0.762,2.247,54,3.772
3.131,1.737,50,2.777
1.079,2.119,39,3.916
0.733,1.676,36,3.865
0.745,1.47,49,3.723
2.238,2.101,31,3.314
3.387,1.244,27,2.8
1.728,1.892,72,2.985
3.751,0.617,5,2.727
2.09,1.056,44,2.964
1.323,2.392,31,3.703
2.215,1.377,56,3.021
2.769,1.788,58,2.915
2.369,0.769,70,2.573
2.154,0.556,35,2.992
1.322,1.291,58,3.195
3.008,0.871,36,2.651
1.856,1.341,59,2.996
3.903,1.261,36,2.582
2.022,1.683,10,3.626
1.431,1.988,59,3.114
3.537,1.267,14,3.082
1.389,1.728,45,3.204
1.255,0.672,4,3.522
3.071,0.974,69,2.601
1.684,2.142,34,3.574
2.077,2.106,6,3.841
2.188,1.034,17,3.373
3.286,2.409,37,2.962
2.595,2.346,48,3.342
3.147,2.116,43,3.05
3.959,1.071,26,2.564
3.046,1.093,22,2.923
1.62,1.598,3,4.0
3.231,0.994,15,2.856
3.505,1.713,77,2.553
2.122,1.365,61,3.149
2.876,1.27,11,3.333
2.318,1.95,66,3.241
1.121,1.601,67,3.393
3.105,0.895,8,2.999
2.164,1.058,34,3.315
1.843,1.807,83,2.941
2.244,0.541,4,3.15
2.621,2.451,1,3.786
3.198,1.405,16,2.881
3.699,2.237,58,2.626
2.958,2.184,32,3.175
3.981,1.889,58,2.447
1.22,2.205,54,3.65
1.209,0.87,76,3.18
3.308,1.976,27,3.263
2.791,1.348,6,3.147
3.545,2.032,64,2.655
2.941,2.255,63,2.907
0.742,1.159,16,3.924
2.92,1.233,82,2.424
1.398,1.733,83,3.041
2.175,1.097,23,3.331
2.982,1.854,59,2.72
2.866,1.07,5,3.234
1.962,1.458,55,3.271
3.053,2.471,28,3.062
3.816,1.641,13,2.99
1.462,1.586,16,3.616
1.094,1.602,38,3.321
1.146,1.708,60,3.524
2.21,1.59,43,3.188
1.684,1.093,3,3.691
2.243,1.09,63,2.801
0.978,2.287,27,3.766
1.515,0.996,62,3.235
1.846,0.969,56,2.97
3.782,0.722,75,2.225
1.68,2.059,62,3.246
0.859,1.675,65,3.692
1.726,0.761,22,3.179
3.792,1.771,46,2.532
2.11,1.477,8,3.494
3.401,1.445,17,2.935
1.582,1.309,36,3.361
1.148,2.371,36,4.0
2.339,0.709,76,2.619
3.016,0.931,72,2.503
3.489,0.569,33,2.613
1.495,2.385,66,3.618
3.956,0.989,62,2.389
2.314,0.616,28,3.087
2.358,2.303,70,2.833
3.533,2.417,4,3.375
2.044,2.034,53,3.06
3.199,1.782,77,2.625
2.573,1.024,44,2.725
1.147,1.063,4,3.854
0.809,1.299,9,3.921
3.783,1.625,37,2.815
3.559,1.42,75,2.403
3.946,2.165,45,2.371
2.925,1.477,15,3.184
2.831,1.892,34,3.328
1.388,1.19,3,3.796
2.82,1.239,18,3.228
2.312,2.119,76,2.991
1.945,1.682,58,3.105
2.952,1.44,27,3.163
0.98,0.641,36,3.391
2.363,2.342,41,3.368
3.202,1.655,82,2.152
3.439,1.674,11,3.056
2.317,1.235,36,3.131
1.864,1.941,34,3.524
2.589,1.36,78,2.638
1.123,0.99,25,3.546
1.002,1.777,13,3.845
3.403,1.732,45,2.825
1.117,0.803,40,3.429
2.077,1.612,5,3.631
2.059,2.323,4,3.947
3.944,1.306,11,2.894
3.027,1.552,76,2.347
3.23,0.872,23,2.851
2.911,1.934,22,3.375
1.599,0.915,33,3.388
1.892,1.747,10,3.734
1.305,2.213,82,3.253
2.489,1.433,78,2.818
0.957,1.082,47,3.206
3.683,2.214,69,2.583
1.348,0.832,9,3.432
1.405,1.155,62,3.25
2.299,0.595,62,2.566
1.755,1.371,16,3.769
1.25,0.648,75,2.959
3.953,1.192,37,2.398
1.623,1.781,62,3.229
3.14,1.823,71,2.867
3.096,2.275,74,2.796
1.507,2.253,62,3.383
1.616,2.053,73,3.376
2.464,1.193,8,3.389
3.541,0.565,6,2.763
3.14,1.357,56,2.659
1.7,1.352,24,3.532
0.843,0.673,68,3.238
2.704,0.525,74,2.441
2.27,1.423,4,3.641
1.835,2.311,18,3.621
2.832,1.589,60,2.722
3.841,1.119,59,2.461
3.682,1.214,76,2.33
2.897,2.421,10,3.443
3.866,2.491,39,3.005
2.006,2.417,42,3.398
1.033,2.4,63,3.423
2.192,1.736,2,3.449
2.879,1.246,23,3.005
3.345,0.907,44,2.488
3.795,2.308,51,2.833
2.407,1.552,69,3.05
1.931,1.93,61,3.298
1.629,1.393,70,3.111
2.703,0.576,53,2.498
2.986,1.967,76,2.725
2.787,1.985,13,3.542
1.344,2.229,78,3.418
2.172,2.272,59,3.27
0.945,0.853,15,3.695
2.417,2.339,61,2.845
1.407,2.302,6,4.0
3.634,1.714,72,2.35
3.367,0.61,80,2.196
3.114,2.418,77,2.455
1.071,1.927,55,3.62
2.174,0.737,10,3.275
1.295,2.063,61,3.503
0.844,1.519,51,3.78
2.028,2.268,29,3.614
1.735,0.808,31,3.513
3.73,1.527,71,2.266
3.756,2.259,38,2.645
3.785,1.781,72,2.366
0.747,1.289,37,3.881
2.412,1.015,13,3.004
0.76,1.959,29,3.944
2.695,1.286,66,2.58
2.378,1.823,62,3.21
2.12,1.302,41,3.44
0.874,1.466,71,3.365
1.046,0.707,73,2.751
1.733,2.236,56,3.418
1.499,2.049,71,3.366
1.29,2.444,10,3.861
3.509,1.596,79,2.47
0.794,1.975,10,4.0
1.419,0.704,35,3.519
3.726,1.191,36,2.647
3.577,0.898,80,2.288
1.872,0.981,4,3.508
3.355,0.842,8,2.763
1.202,1.283,70,3.342
2.813,1.079,35,3.046
3.615,1.473,23,2.671
2.257,2.255,15,3.568
1.251,0.756,46,3.38
2.61,0.961,49,3.11
3.169,1.883,83,2.438
3.557,0.817,25,2.743
1.951,1.138,26,3.126
1.637,1.123,76,3.068
2.962,2.443,61,2.929
1.525,1.261,63,3.005
1.501,2.36,75,3.257
1.302,1.049,40,3.649
1.913,0.77,32,3.19
2.15,1.675,78,2.667
3.092,2.109,27,3.08
1.056,1.712,48,3.941
2.106,1.095,62,2.656
2.871,2.135,59,2.989
2.498,2.19,6,4.0
3.3,1.441,60,2.394
3.645,2.336,2,3.255
1.402,2.345,14,3.936
3.699,1.789,47,2.834
3.622,0.992,17,2.756
1.901,2.064,2,3.949
3.384,2.259,51,2.784
2.4,1.148,34,2.953
3.376,0.768,73,2.321
3.168,1.387,79,2.383
3.876,1.648,33,2.633
1.43,1.476,10,3.542
3.129,2.486,82,2.478
0.746,2.132,49,3.729
3.742,2.435,52,2.759
1.356,0.865,4,3.862
1.932,0.974,49,3.111
3.482,0.536,15,2.779
2.276,2.026,62,3.039
2.89,1.908,50,2.606
1.893,1.266,74,3.116
2.533,1.334,43,3.329
3.49,1.31,41,2.593
3.645,0.775,51,2.429
2.206,1.428,64,2.827
3.076,2.106,24,3.265
2.242,1.358,29,2.965
3.801,1.078,29,2.681
3.101,1.588,3,3.678
2.123,0.987,73,2.705
2.344,0.812,36,3.082
1.304,1.568,22,3.945
3.805,1.736,67,2.364
1.542,0.682,54,2.996
1.298,1.255,45,3.314
2.192,2.009,21,3.421
3.096,2.133,51,2.675
2.953,1.097,66,2.341
1.54,1.889,2,3.914
1.574,2.14,63,3.501
1.478,1.645,49,3.774
2.691,2.015,75,3.045
3.858,0.782,56,2.026
3.635,1.974,18,2.9
2.365,1.998,36,3.166
1.947,1.774,42,3.399
2.006,1.154,74,2.818
3.361,1.592,14,3.257
2.847,0.869,80,2.238
0.836,1.569,38,4.0
0.95,2.162,7,4.0
2.288,1.672,57,3.189
2.457,1.042,65,2.729
3.87,1.35,17,2.676
1.166,1.614,50,3.547
3.365,1.709,42,2.616
3.655,1.606,76,2.432
1.946,2.174,82,2.895
1.234,0.619,17,3.542
1.513,1.713,16,3.672
2.887,1.419,62,2.687
0.93,0.801,24,3.617
3.622,0.61,66,2.122
3.197,2.179,22,3.183
3.322,2.358,5,3.18
3.143,1.661,65,2.524
1.125,2.491,26,3.898
3.112,1.01,77,2.257
2.677,0.648,46,2.88
0.868,2.179,66,3.588
1.639,1.039,66,2.972
2.096,1.606,47,3.101
2.492,1.137,1,3.525
1.296,1.182,7,3.657
2.44,2.286,7,3.534
3.86,1.487,30,2.721
1.87,0.616,19,3.596
1.2,1.749,18,3.703
2.247,2.448,49,3.502
2.187,0.967,35,3.089
3.727,1.881,16,2.988
2.226,1.36,33,3.161
1.503,1.062,1,3.669
1.441,2.336,68,3.489
0.814,0.58,56,3.379
3.147,2.369,59,2.626
1.584,0.668,11,3.507
3.3,1.917,62,2.642
2.516,0.503,43,2.706
3.048,2.259,81,2.658
1.37,1.971,14,3.814
1.211,0.584,49,3.246
2.08,1.904,29,3.469
1.877,1.875,63,3.283
2.37,1.417,65,2.938
3.169,2.301,10,3.342
3.699,2.328,62,2.663
2.661,1.482,9,3.265
1.445,0.501,61,2.899
1.675,1.93,20,3.704
3.689,1.7,76,2.227
1.392,1.575,56,3.43
1.013,1.447,12,3.857
3.74,1.324,29,2.982
0.788,1.364,29,3.877
3.171,0.677,76,2.257
1.18,0.684,28,3.579
2.899,0.652,9,2.905
1.315,0.979,29,3.733
3.661,0.601,37,2.529
0.865,2.49,75,3.658
1.705,1.934,27,3.772
3.284,1.508,77,2.643
2.572,1.101,30,3.252
2.092,2.275,54,3.48
2.137,1.121,62,2.676
2.358,2.453,31,3.426
3.983,1.681,44,2.577
2.923,1.108,5,3.019
2.307,0.675,14,2.918
1.762,1.908,19,3.392
2.363,0.782,8,3.37
3.745,1.189,36,2.223
1.423,2.472,29,3.819
1.84,0.616,78,2.482
0.914,0.771,31,3.61
2.776,1.364,61,2.761
3.231,0.644,80,2.373
2.786,1.751,69,2.819
3.379,2.186,31,3.128
3.243,1.443,53,2.704
3.909,1.62,25,2.426
2.193,1.541,33,3.1
0.977,1.293,6,4.0
2.467,2.362,2,3.684
3.244,0.645,44,2.42
2.043,2.117,35,3.531
2.182,2.026,25,3.805
3.133,1.458,54,2.854
0.756,2.104,56,3.961
2.869,0.562,24,2.969
3.034,1.133,12,3.123
3.903,2.335,74,2.467
3.109,2.146,66,3.004
1.132,2.402,68,3.518
2.344,1.854,52,2.866
2.04,0.766,50,2.942
2.023,2.421,25,3.674
3.291,1.438,25,2.888
2.618,2.488,61,3.021
3.112,1.774,68,2.49
3.161,2.081,68,2.64
2.972,1.012,30,2.81
3.201,1.236,66,2.606
1.421,0.504,22,3.309
1.026,2.051,82,3.483
1.232,1.235,50,3.243
3.369,0.629,60,2.267
3.855,0.647,18,2.708
3.792,1.108,31,2.563
0.742,2.466,43,4.0
3.984,0.526,7,2.375
3.626,1.426,23,2.874
1.356,1.986,57,3.583
2.539,1.117,59,2.758
3.949,1.287,61,2.558
2.254,1.181,11,3.43
3.846,0.597,41,2.27
2.495,0.589,73,2.626
1.836,2.064,27,3.809
1.23,2.132,10,4.0
1.043,1.094,62,3.392
3.032,2.469,19,3.261
1.781,0.654,24,3.502
2.046,1.828,26,3.427
3.793,1.157,8,2.695
1.359,1.427,75,3.207
1.932,1.247,23,3.449
3.702,0.579,15,2.687
3.804,2.204,61,2.518
3.349,2.092,71,2.554
1.964,0.621,30,3.335
1.114,1.853,21,3.655
3.305,1.194,20,2.844
3.469,0.868,11,2.945
3.059,0.975,41,2.477
1.813,0.685,68,2.834
2.853,0.797,69,2.438
3.017,1.44,39,2.777
3.629,2.144,37,2.718
1.159,1.587,83,3.23
1.571,1.586,50,3.686
2.032,2.118,17,3.58
3.378,2.231,40,2.982
3.649,1.752,54,2.464
1.619,1.42,47,3.456
2.364,0.965,15,3.306
2.705,0.752,59,2.608
1.246,1.75,4,3.649
3.315,2.246,74,2.829
2.254,2.257,30,3.505
3.652,1.347,30,2.811
2.51,0.827,60,2.65
3.449,2.316,78,2.564
0.862,1.663,41,3.825
2.148,1.236,24,3.15
2.083,0.742,43,3.054
1.34,1.74,79,3.297
2.553,1.029,60,2.734
3.177,1.849,19,3.18
2.328,2.012,38,3.304
3.445,0.974,11,2.638
1.667,1.134,21,3.436
1.685,1.446,50,3.496
1.251,1.57,25,3.786
3.288,1.918,72,2.306
1.188,0.641,45,3.471
1.194,1.986,77,3.248
0.723,2.337,30,4.0
1.981,1.79,70,3.234
2.142,1.11,6,3.466
2.189,1.965,18,3.589
3.228,1.138,7,3.288
2.068,0.651,78,2.715
0.714,0.97,33,3.683
2.711,1.979,76,2.565
1.265,1.238,67,3.126
0.783,2.397,1,4.0
3.265,2.105,18,3.064
1.511,0.849,20,3.694
3.192,2.141,39,2.819
2.818,2.447,13,3.345
3.615,2.126,51,2.457
1.882,1.991,71,3.249
2.845,0.856,8,3.045
2.575,0.781,48,2.668
3.283,1.452,15,2.913
1.787,1.035,5,3.591
2.678,1.089,12,3.206
2.485,0.674,23,2.411
0.844,1.28,8,4.0
0.812,1.061,31,3.829
3.68,2.307,27,3.067
2.815,2.273,27,3.333
2.723,2.198,77,3.012
3.152,1.658,73,2.617
0.752,1.565,50,3.863
1.466,0.84,40,3.328
2.845,0.74,46,2.395
3.071,1.271,20,2.867
2.778,1.072,62,2.906
2.056,1.522,30,3.233
2.643,0.855,33,2.877
3.01,1.991,21,3.47
2.041,2.398,10,3.837
2.561,0.782,58,2.899
0.961,1.76,47,3.423
1.26,1.985,21,3.975
3.249,1.47,40,2.821
1.954,1.893,1,3.829
3.268,0.902,4,2.973
2.925,1.791,43,3.136
1.897,1.93,72,3.264
3.244,1.955,41,2.905
1.117,1.392,80,3.169
1.23,1.209,36,3.718
2.05,0.731,23,3.023
2.864,0.783,51,2.594
1.683,2.084,79,3.255
1.767,2.135,41,3.683
3.544,2.372,10,3.143
3.67,2.06,61,2.406
3.711,2.268,73,2.6
0.773,0.8,49,3.535
3.335,0.746,5,2.822
3.214,1.556,12,3.126
1.552,2.388,80,3.45
1.448,2.243,37,3.74
0.815,0.546,58,3.171
3.413,2.267,44,3.039
2.705,0.806,49,2.667
0.752,2.336,61,3.746
1.443,1.697,75,3.153
3.442,1.6,25,3.105
2.687,1.113,62,2.752
3.524,2.122,6,3.209
1.184,0.912,44,3.098
3.844,1.699,23,3.12
1.385,1.798,23,3.568
1.702,0.878,68,2.97
3.756,1.706,4,2.766
1.733,1.769,67,3.118
2.664,1.278,43,2.81
1.836,1.984,7,4.0
3.141,1.736,23,3.165
1.728,1.778,6,3.71
2.156,1.244,77,2.903
0.976,2.394,26,4.0
3.739,0.737,29,2.374
3.69,2.283,31,2.969
3.354,2.163,70,2.726
3.581,0.966,49,2.454
2.689,0.51,67,2.483
0.982,2.231,80,3.562
0.933,0.93,54,3.533
3.294,0.756,72,2.381
2.406,2.049,30,3.514
1.614,1.751,77,3.036
0.824,1.751,26,3.833
3.947,1.0,7,2.912
1.019,2.417,76,3.365
1.902,2.264,55,3.114
2.945,0.679,16,3.1
2.756,2.414,51,3.266
1.117,1.168,59,3.132
2.747,2.428,80,2.692
1.81,1.362,17,3.619
1.263,1.386,77,2.978
2.736,0.887,24,3.1
3.671,0.95,81,1.831
3.18,0.966,18,2.637
1.236,1.789,31,3.664
1.275,1.804,73,3.197
2.249,1.425,77,3.016
0.77,1.273,5,3.963
0.768,1.546,10,4.0
1.531,1.35,59,3.067
1.052,0.787,50,3.501
2.504,2.445,2,3.777
0.843,1.786,34,3.923
1.504,0.888,2,3.552
0.892,0.977,58,3.44
2.451,2.285,64,2.986
1.864,0.881,77,2.79
0.974,1.779,79,3.597
1.869,1.71,11,3.815
0.702,1.521,42,3.494
3.424,0.706,54,2.327
1.9,2.397,57,3.331
2.897,0.655,77,2.483
3.039,2.018,74,2.91
2.531,1.852,27,3.383
2.643,1.222,83,2.655
2.114,2.37,43,3.58
2.045,0.892,4,3.378
1.71,2.051,33,4.0
0.935,2.27,54,3.88
1.853,0.988,28,3.255
2.226,2.111,62,2.856
1.141,1.063,51,3.029
3.697,1.065,66,2.357
0.728,2.087,81,3.69
1.438,1.275,33,3.258
2.943,1.534,15,2.964
3.417,1.536,3,3.421
2.263,2.374,3,3.748
2.642,2.171,10,3.457
1.601,1.012,39,3.344
3.849,0.811,35,2.455
2.826,0.6,65,2.223
1.134,1.359,59,3.58
3.13,2.381,74,2.804
1.122,1.64,59,3.777
2.031,1.315,82,2.912
2.321,1.793,46,3.2
3.084,1.394,77,2.444
3.988,1.526,40,2.752
1.926,1.884,3,3.695
2.93,2.275,60,2.925
2.919,1.438,15,3.04
1.308,1.196,19,3.498
2.821,2.357,68,2.941
3.602,2.235,20,2.63
2.534,2.16,2,3.559
2.283,0.87,70,2.694
2.837,2.1,51,2.944
3.363,1.521,66,2.618
1.443,0.837,41,3.076
1.238,2.338,69,3.64
2.849,0.603,21,3.048
0.814,1.204,21,4.0
3.423,2.257,36,3.171
1.697,2.392,50,3.566
1.066,2.445,66,3.706
3.223,1.158,42,2.68
1.436,1.834,33,3.472
2.025,1.093,66,2.934
2.066,1.979,20,3.427
3.407,1.731,59,2.685
1.573,2.072,18,3.889
2.79,1.764,43,2.968
3.996,0.845,25,2.688
2.678,0.722,46,2.68
1.165,1.374,19,4.0
1.635,2.107,31,3.683
2.466,0.835,6,3.21
1.764,1.676,60,3.332
2.405,1.663,57,2.812
2.493,0.936,20,3.029
3.127,1.058,35,2.909
2.756,1.907,15,3.119
3.003,2.429,74,2.693
1.42,2.134,24,3.733
2.097,1.938,47,3.434
3.423,1.626,5,3.082
3.182,0.658,29,2.669
1.301,1.581,34,3.58
0.911,1.932,81,3.428
2.855,0.988,32,2.495
2.165,0.944,66,3.019
2.055,1.639,1,3.934
0.783,2.201,23,4.0
1.959,2.429,73,3.3
1.29,0.942,24,3.405
0.813,0.602,28,3.586
2.016,1.388,83,2.819
3.422,2.081,36,2.977
3.642,1.812,5,3.019
1.486,0.86,61,2.898
1.607,0.588,66,2.777
1.025,1.791,31,3.765
3.701,1.431,12,2.589
0.915,0.753,47,3.4
3.793,1.304,73,2.186
2.817,0.955,7,2.95
3.295,2.08,54,2.943
1.426,0.512,82,2.787
2.705,0.862,28,3.281
1.059,0.676,25,3.665
2.874,1.064,8,3.235
2.681,2.103,82,2.896
3.419,2.344,24,3.48
2.828,1.44,15,3.312
3.906,2.368,17,2.854
2.318,0.945,55,2.701
2.521,2.23,6,3.366
0.95,1.665,51,3.358
1.057,0.636,60,3.071
1.273,2.256,26,3.909
1.091,0.553,67,2.727
1.153,1.2,53,3.48
1.56,1.761,7,3.753
1.619,2.049,30,3.855
2.995,0.66,10,3.322
2.305,1.027,6,3.61
3.759,2.037,17,2.784
1.832,1.653,73,3.139
0.909,1.619,47,3.749
3.486,1.699,12,3.442
3.481,0.834,23,2.954
1.899,1.481,15,3.629
0.932,0.716,43,3.426
3.607,2.357,54,2.608
3.781,2.175,82,2.303
3.991,0.588,67,2.195
1.99,1.75,27,3.409
1.12,0.704,20,3.585
1.947,2.35,12,3.715
2.632,1.614,13,3.414
0.843,1.162,1,4.0
1.605,1.322,37,3.437
3.808,0.837,35,2.659
0.846,1.459,15,3.976
1.198,2.455,42,3.953
2.617,2.318,11,3.421
3.861,1.854,15,2.679
3.803,2.04,67,2.327
1.55,1.49,38,3.536
2.725,0.538,22,2.907
3.885,0.756,70,2.156
2.778,2.008,83,2.748
1.431,1.978,32,3.439
2.989,1.178,14,2.979
2.387,1.772,51,3.392
2.329,1.017,12,3.101
2.312,0.556,51,2.335
1.071,1.849,11,4.0
3.305,1.601,35,2.742
1.845,2.043,68,3.149
1.31,0.539,24,3.622
2.155,1.963,29,3.656
2.822,2.207,56,2.986
2.526,0.937,42,2.807
3.403,0.962,27,2.557
3.483,1.379,28,2.795
2.748,1.279,71,2.645
2.521,1.635,17,3.222
2.57,0.593,53,2.448
1.997,1.892,37,3.606
2.249,1.469,2,3.676
2.438,2.432,35,3.478
3.343,1.23,6,3.058
3.161,2.43,54,3.136
1.345,1.439,25,3.621
3.927,1.414,23,2.892
3.886,1.81,34,2.452
1.621,1.106,77,2.898
3.996,1.523,18,2.955
2.433,1.528,53,3.092
1.448,2.235,78,3.5
3.078,2.19,4,3.497
0.858,1.197,9,3.735
2.969,0.946,5,2.935
3.456,1.77,47,2.691
1.857,1.672,33,3.717
1.804,2.395,59,3.439
1.599,1.175,1,4.0
2.045,2.368,35,3.277
2.592,1.278,81,2.707
3.215,0.564,57,2.413
3.626,1.134,51,2.234
2.51,1.752,66,2.772
2.267,0.945,8,3.305
1.936,0.757,12,3.544
2.665,2.32,48,2.866
1.178,1.31,26,3.696
2.241,1.121,56,2.718
2.379,1.199,32,3.117
2.777,1.446,56,2.979
0.926,1.828,51,3.488
2.118,1.268,52,3.054
3.214,0.593,51,2.491
3.287,1.145,56,2.268
2.493,1.68,4,3.331
3.577,0.862,63,2.32
3.191,2.229,72,2.583
3.331,1.226,31,3.04
3.317,1.431,10,2.945
3.104,1.97,61,2.927
3.526,1.042,60,2.693
1.02,2.311,29,3.956
2.362,1.901,11,3.772
3.424,2.117,47,2.667
1.061,1.501,20,3.835
1.212,1.258,63,3.378
2.025,0.761,83,2.822
2.561,0.572,70,2.58
3.089,0.688,38,2.454
2.551,1.459,2,3.343
1.415,1.919,54,3.276
3.498,2.342,61,2.754
1.574,2.494,58,3.519
3.531,1.487,47,2.675
2.334,1.008,1,3.508
0.834,1.457,5,3.784
2.283,2.407,82,3.179
2.858,1.635,47,2.683
3.604,1.945,9,3.211
2.621,0.558,29,2.678
3.972,0.573,63,1.997
1.956,2.225,5,4.0
1.511,1.615,57,3.326
2.163,0.836,10,3.275
2.873,1.155,27,2.752
1.013,1.887,82,3.254
0.997,0.585,83,3.062
2.76,1.25,57,2.506
1.967,0.833,15,3.396
3.285,0.53,25,2.505
1.57,1.204,57,3.206
2.13,0.738,61,2.929
2.4,1.12,3,3.354
3.81,0.737,9,2.667
0.724,1.373,33,3.942
1.416,0.875,37,3.017
1.004,1.173,68,3.48
3.971,2.171,81,2.058
1.136,1.037,71,3.143
3.417,1.438,36,2.646
2.416,1.456,73,2.731
3.282,1.414,11,3.105
1.696,1.07,24,3.414
2.269,2.363,37,3.447
3.927,1.301,10,2.547
1.014,1.099,81,3.035
2.748,0.536,4,3.133
3.862,1.855,11,3.083
1.118,0.783,27,3.724
3.472,1.349,11,3.276
1.611,1.091,25,3.444
1.362,0.782,75,3.068
1.249,1.31,21,3.789
3.128,1.97,19,3.353
0.818,0.996,1,3.999
2.088,1.915,19,3.955
3.0,0.905,44,2.674
1.161,0.931,37,3.398
1.439,2.486,5,3.932
1.203,1.431,55,3.383
0.786,2.135,34,3.935
2.206,0.829,32,3.053
2.339,1.594,6,3.557
3.821,1.662,53,2.375
3.103,1.928,5,3.125
3.902,2.062,24,2.78
3.198,1.041,78,2.169
3.93,1.76,79,2.39
1.519,1.886,60,3.391
1.253,1.877,53,3.443
1.991,0.942,51,3.215
2.323,2.081,48,3.143
3.421,1.827,43,2.882
2.487,0.583,19,3.409
3.843,1.664,83,2.214
1.652,0.558,40,3.316
2.61,0.581,77,2.319
2.85,0.723,60,2.554
1.214,1.925,35,3.788
3.292,1.365,54,2.641
2.81,1.827,18,3.113
1.333,2.485,73,3.386
2.065,2.372,61,3.14
2.814,2.102,36,3.241
3.12,1.098,72,2.32
2.077,2.045,48,3.279
3.084,1.239,11,2.885
1.56,0.859,9,3.473
1.707,1.962,3,4.0
0.739,2.167,21,4.0
2.309,1.996,8,3.348
1.322,1.246,38,3.655
2.687,1.905,53,3.136
3.887,0.794,48,2.426
3.999,1.819,42,2.679
1.936,0.79,40,3.228
3.121,0.608,80,2.036
3.87,0.547,27,2.409
2.427,2.44,78,3.034
1.802,0.536,19,3.502
1.214,1.322,35,3.355
1.281,2.025,40,3.484
3.518,1.596,6,3.086
1.555,0.686,54,3.087
1.593,0.714,27,3.518
3.164,0.799,76,2.248
3.461,0.908,62,2.232
1.388,2.207,25,3.94
2.972,1.624,20,3.054
2.174,1.128,81,2.623
1.613,1.267,2,3.638
2.417,1.743,79,3.03
3.266,2.231,17,3.318
1.028,1.408,17,3.772
0.935,1.931,60,3.833
3.709,2.205,17,3.108
3.879,1.208,58,2.213
2.444,1.438,5,3.444
1.174,1.95,39,3.867
0.959,2.139,55,3.576
1.215,1.207,36,3.573
1.633,2.097,35,3.443
2.957,2.067,25,3.419
1.064,0.836,17,3.594
1.152,1.783,32,3.816
3.053,2.439,83,2.761
1.549,1.103,31,3.634
1.413,1.449,55,3.298
2.623,1.1,13,3.184
0.96,1.918,3,4.0
2.776,0.579,32,3.127
0.763,2.302,61,3.912
1.469,1.617,26,3.726
2.187,1.278,49,3.089
2.782,1.004,56,2.446
1.373,1.737,36,3.496
3.601,1.195,20,2.765
3.733,2.273,10,3.342
2.286,1.924,42,3.053
1.599,1.155,60,3.136
1.065,2.474,65,3.38
3.798,2.344,51,2.709
1.141,1.028,7,3.612
1.686,0.83,70,2.896
1.786,1.554,21,3.249
1.586,1.706,1,3.69
0.707,1.288,62,3.613
1.383,1.556,59,3.3
3.17,1.144,53,2.599
1.378,1.55,60,3.348
3.221,2.119,2,3.355
2.072,0.621,73,2.587
0.967,1.498,31,3.95
3.429,0.715,55,2.711
2.796,1.617,40,2.902
2.72,1.013,32,3.003
1.196,2.295,33,3.995
2.757,2.321,20,3.494
3.329,1.18,51,2.647
3.988,1.433,26,2.652
2.914,1.094,30,2.929
2.126,0.751,47,2.939
3.402,0.97,9,3.06
0.866,2.318,30,3.952
2.084,1.624,4,3.447
3.116,2.107,58,2.747
1.886,0.716,62,3.052
0.894,1.976,77,3.344
1.066,1.285,1,4.0
1.252,1.494,31,3.681
3.443,2.186,68,2.635
3.079,0.607,62,2.372
3.221,1.495,24,2.979
3.701,2.107,21,3.091
1.699,0.762,72,2.816
3.152,1.821,30,2.852
1.903,2.344,31,3.853
3.293,1.104,16,3.165
2.996,0.577,42,2.755
3.966,2.429,56,2.702
3.198,0.848,18,2.945
0.719,1.85,71,3.458
3.009,1.857,52,2.833
1.035,2.187,24,4.0
2.502,1.794,66,2.768
1.219,1.191,50,3.436
2.333,0.787,26,3.039
3.316,1.864,78,2.509
1.654,1.77,78,3.054
1.204,1.019,32,3.452
1.738,0.991,6,3.344
1.273,2.054,45,3.739
1.306,2.486,13,4.0
3.001,2.377,73,2.846
3.024,2.194,33,3.259
2.446,0.772,15,2.972
1.532,2.003,27,3.666
2.448,1.581,72,2.703
3.83,1.563,64,2.374
1.966,0.733,8,3.382
2.098,0.796,11,3.296
2.331,0.972,26,3.391
1.289,0.744,47,3.371
1.508,1.295,8,3.505
2.98,2.443,21,3.382
1.233,2.484,20,3.807
2.695,2.237,42,3.263
1.973,1.699,27,3.316
1.711,1.796,31,3.463
2.514,2.467,69,3.121
1.445,1.639,44,3.285
1.722,0.507,40,3.199
2.431,1.692,14,3.353
2.869,0.511,28,2.661
3.46,2.113,54,2.682
3.421,2.154,60,2.604
2.343,1.537,64,2.801
0.945,0.861,43,3.489
1.321,1.467,28,3.911
0.702,2.147,8,4.0
1.312,1.947,63,3.347
0.801,0.976,79,3.145
3.059,0.687,24,2.582
2.502,2.024,12,3.468
0.818,1.522,62,3.462
2.738,1.01,28,2.883
3.387,1.87,51,2.836
0.794,1.385,37,3.696
1.119,2.158,41,3.838
2.255,1.264,65,2.95
0.84,2.316,17,4.0
0.77,1.997,65,3.686
2.622,2.282,28,3.36
2.557,1.769,43,3.244
3.362,2.37,5,3.441
0.957,2.24,25,3.914
3.661,0.516,49,2.483
0.761,2.469,7,4.0
1.694,1.191,27,3.445
0.861,1.806,41,3.851
1.506,1.583,15,3.883
3.39,1.572,8,3.164
1.113,1.211,12,3.842
1.366,1.152,49,3.302
2.718,1.207,70,2.456
0.771,1.847,12,4.0
2.688,2.28,77,3.015
